"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"562","5144.22349054","interact_with","TRPSYN-PWY (interact_with) SERSYN-PWY","false","interact_with","TRPSYN-PWY (interact_with) SERSYN-PWY"
"563","8334.94583618","interact_with","TRPSYN-PWY (interact_with) ARO-PWY","false","interact_with","TRPSYN-PWY (interact_with) ARO-PWY"
"564","8645.89069264","interact_with","TRPSYN-PWY (interact_with) GLNSYN-PWY","false","interact_with","TRPSYN-PWY (interact_with) GLNSYN-PWY"
"565","356.0","Contains","OANTIGEN-PWY (Contains) DTDPRHAMSYN-PWY","false","Contains","OANTIGEN-PWY (Contains) DTDPRHAMSYN-PWY"
"566","708.0","Contains","OANTIGEN-PWY (Contains) UDPNAGSYN-PWY","false","Contains","OANTIGEN-PWY (Contains) UDPNAGSYN-PWY"
"567","708.0","interact_with","PWY-6142 (interact_with) ALANINE-SYN2-PWY","false","interact_with","PWY-6142 (interact_with) ALANINE-SYN2-PWY"
"568","356.0","Contains","PWY-6142 (Contains) CODH-PWY","false","Contains","PWY-6142 (Contains) CODH-PWY"
"571","356.0","interact_with","PWY-5530 (interact_with) ENTNER-DOUDOROFF-PWY","false","interact_with","PWY-5530 (interact_with) ENTNER-DOUDOROFF-PWY"
"572","2882.25338346","interact_with","ENTNER-DOUDOROFF-PWY (interact_with) PYRUVDEHYD-PWY","false","interact_with","ENTNER-DOUDOROFF-PWY (interact_with) PYRUVDEHYD-PWY"
"576","2649.07574618","interact_with","PWY-6387 (interact_with) GLUTSYN-PWY","false","interact_with","PWY-6387 (interact_with) GLUTSYN-PWY"
"577","1509.17961103","interact_with","PWY-6387 (interact_with) ALANINE-VALINESYN-PWY","false","interact_with","PWY-6387 (interact_with) ALANINE-VALINESYN-PWY"
"578","2280.66666667","interact_with","PWY-6387 (interact_with) UDPNAGSYN-PWY","false","interact_with","PWY-6387 (interact_with) UDPNAGSYN-PWY"
"579","1393.9438208","interact_with","PWY-6387 (interact_with) DAPLYSINESYN-PWY","false","interact_with","PWY-6387 (interact_with) DAPLYSINESYN-PWY"
"580","1509.17961103","interact_with","PWY-6387 (interact_with) ALANINE-VALINESYN-PWY","false","interact_with","PWY-6387 (interact_with) ALANINE-VALINESYN-PWY"
"581","5.0","Contains","PWY-6385 (Contains) PWY-6387","false","Contains","PWY-6385 (Contains) PWY-6387"
"582","2718.60799727","interact_with","PWY-6385 (interact_with) AMMASSIM-PWY","false","interact_with","PWY-6385 (interact_with) AMMASSIM-PWY"
"583","2303.66666667","interact_with","PWY-6385 (interact_with) UDPNAGSYN-PWY","false","interact_with","PWY-6385 (interact_with) UDPNAGSYN-PWY"
"584","1525.51294437","interact_with","PWY-6385 (interact_with) ALANINE-VALINESYN-PWY","false","interact_with","PWY-6385 (interact_with) ALANINE-VALINESYN-PWY"
"585","1427.14273855","INCOMING","PWY-6385 (INCOMING) DAPLYSINESYN-PWY","false","INCOMING","PWY-6385 (INCOMING) DAPLYSINESYN-PWY"
"586","1525.51294437","interact_with","PWY-6385 (interact_with) ALANINE-VALINESYN-PWY","false","interact_with","PWY-6385 (interact_with) ALANINE-VALINESYN-PWY"
"587","5.0","Contains","PEPTIDOGLYCANSYN-PWY (Contains) PWY-6387","false","Contains","PEPTIDOGLYCANSYN-PWY (Contains) PWY-6387"
"588","1540.8462777","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) ALANINE-VALINESYN-PWY","false","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) ALANINE-VALINESYN-PWY"
"589","1489.61048747","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) DAPLYSINESYN-PWY","false","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) DAPLYSINESYN-PWY"
"590","2325.66666667","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) UDPNAGSYN-PWY","false","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) UDPNAGSYN-PWY"
"591","356.0","INCOMING","PEPTIDOGLYCANSYN-PWY (INCOMING) PWY-5785","false","INCOMING","PEPTIDOGLYCANSYN-PWY (INCOMING) PWY-5785"
"592","1540.8462777","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) ALANINE-VALINESYN-PWY","false","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) ALANINE-VALINESYN-PWY"
"593","2829.74241285","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) GLUTSYN-PWY","false","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) GLUTSYN-PWY"
"594","356.0","interact_with","KDOSYN-PWY (interact_with) KDO-LIPASYN-PWY","false","interact_with","KDOSYN-PWY (interact_with) KDO-LIPASYN-PWY"
"595","708.0","interact_with","KDOSYN-PWY (interact_with) NAGLIPASYN-PWY","false","interact_with","KDOSYN-PWY (interact_with) NAGLIPASYN-PWY"
"596","708.0","interact_with","KDOSYN-PWY (interact_with) NAGLIPASYN-PWY","false","interact_with","KDOSYN-PWY (interact_with) NAGLIPASYN-PWY"
"597","356.0","interact_with","KDO-LIPASYN-PWY (interact_with) KDOSYN-PWY","false","interact_with","KDO-LIPASYN-PWY (interact_with) KDOSYN-PWY"
"598","5216.0","interact_with","NAGLIPASYN-PWY (interact_with) PWY-5971","false","interact_with","NAGLIPASYN-PWY (interact_with) PWY-5971"
"599","708.0","interact_with","NAGLIPASYN-PWY (interact_with) KDOSYN-PWY","false","interact_with","NAGLIPASYN-PWY (interact_with) KDOSYN-PWY"
"600","6080.0","interact_with","NAGLIPASYN-PWY (interact_with) UDPNAGSYN-PWY","false","interact_with","NAGLIPASYN-PWY (interact_with) UDPNAGSYN-PWY"
"601","498.0","OUTGOING","PWY-5971 (OUTGOING) PWY0-862","false","OUTGOING","PWY-5971 (OUTGOING) PWY0-862"
"602","356.0","OUTGOING","PWY-5971 (OUTGOING) PWY0-501","false","OUTGOING","PWY-5971 (OUTGOING) PWY0-501"
"603","5216.0","interact_with","PWY-5971 (interact_with) NAGLIPASYN-PWY","false","interact_with","PWY-5971 (interact_with) NAGLIPASYN-PWY"
"606","356.0","interact_with","PWY0-501 (interact_with) PWY-5971","false","interact_with","PWY0-501 (interact_with) PWY-5971"
"612","184.0","Contains","PWY-6263 (Contains) PWY-5783","false","Contains","PWY-6263 (Contains) PWY-5783"
"613","356.0","Contains","PWY-6263 (Contains) MENAQUINONESYN-PWY","false","Contains","PWY-6263 (Contains) MENAQUINONESYN-PWY"
"614","872.0","interact_with","PWY-6263 (interact_with) ARO-PWY","false","interact_with","PWY-6263 (interact_with) ARO-PWY"
"615","178.0","Contains","UBISYN-PWY (Contains) PWY-5783","false","Contains","UBISYN-PWY (Contains) PWY-5783"
"616","872.0","interact_with","UBISYN-PWY (interact_with) ARO-PWY","false","interact_with","UBISYN-PWY (interact_with) ARO-PWY"
"617","350.0","Contains","UBISYN-PWY (Contains) PWY-6708","false","Contains","UBISYN-PWY (Contains) PWY-6708"
"618","358.0","interact_with","PWY-5194 (interact_with) PWY-5188","false","interact_with","PWY-5194 (interact_with) PWY-5188"
"619","16.0","interact_with","PWY-5194 (interact_with) PWY-5189","false","interact_with","PWY-5194 (interact_with) PWY-5189"
"620","356.0","interact_with","PWY-7159 (interact_with) PWY-5188","false","interact_with","PWY-7159 (interact_with) PWY-5188"
"621","356.0","interact_with","CHLOROPHYLL-SYN (interact_with) PWY-5188","false","interact_with","CHLOROPHYLL-SYN (interact_with) PWY-5188"
"622","356.0","INCOMING","PWY-5920 (INCOMING) GLYCINE-SYN","false","INCOMING","PWY-5920 (INCOMING) GLYCINE-SYN"
"623","700.0","Contains","PWY-5920 (Contains) HEME-BIOSYNTHESIS-II","false","Contains","PWY-5920 (Contains) HEME-BIOSYNTHESIS-II"
"624","8.0","Contains","PWY-5920 (Contains) PWY-5189","false","Contains","PWY-5920 (Contains) PWY-5189"
"625","4920.0","INCOMING","PWY-5918 (INCOMING) GLUTAMATE-SYN","false","INCOMING","PWY-5918 (INCOMING) GLUTAMATE-SYN"
"626","1320.0","Contains","PWY-5918 (Contains) HEME-BIOSYNTHESIS-II","false","Contains","PWY-5918 (Contains) HEME-BIOSYNTHESIS-II"
"627","3300.0","Contains","PWY-5918 (Contains) PWY-5188","false","Contains","PWY-5918 (Contains) PWY-5188"
"628","354.0","interact_with","HEMESYN2-PWY (interact_with) PWY-5188","false","interact_with","HEMESYN2-PWY (interact_with) PWY-5188"
"629","2.0","Contains","PWY0-1415 (Contains) HEMESYN2-PWY","false","Contains","PWY0-1415 (Contains) HEMESYN2-PWY"
"630","354.0","interact_with","PWY0-1415 (interact_with) PWY-5188","false","interact_with","PWY0-1415 (interact_with) PWY-5188"
"631","64.0","interact_with","HEME-BIOSYNTHESIS-II (interact_with) PWY-5188","false","interact_with","HEME-BIOSYNTHESIS-II (interact_with) PWY-5188"
"632","342.0","interact_with","HEME-BIOSYNTHESIS-II (interact_with) PWY-5189","false","interact_with","HEME-BIOSYNTHESIS-II (interact_with) PWY-5189"
"633","6.0","interact_with","PWY-6708 (interact_with) PWY-5783","false","interact_with","PWY-6708 (interact_with) PWY-5783"
"642","178.66666667","interact_with","PWY-5508 (interact_with) PWY-5507","false","interact_with","PWY-5508 (interact_with) PWY-5507"
"643","178.66666667","interact_with","PWY-5508 (interact_with) P381-PWY","false","interact_with","PWY-5508 (interact_with) P381-PWY"
"644","178.66666667","Contains","PWY-5507 (Contains) PWY-5509","false","Contains","PWY-5507 (Contains) PWY-5509"
"645","700.66666667","interact_with","PWY-5507 (interact_with) PWY-5188","false","interact_with","PWY-5507 (interact_with) PWY-5188"
"646","178.66666667","Contains","P381-PWY (Contains) PWY-5508","false","Contains","P381-PWY (Contains) PWY-5508"
"647","700.66666667","interact_with","P381-PWY (interact_with) PWY-5188","false","interact_with","P381-PWY (interact_with) PWY-5188"
"648","178.66666667","interact_with","PWY-5509 (interact_with) PWY-5507","false","interact_with","PWY-5509 (interact_with) PWY-5507"
"649","178.66666667","interact_with","PWY-5509 (interact_with) P381-PWY","false","interact_with","PWY-5509 (interact_with) P381-PWY"
"650","3704.01199634","interact_with","PWY-6612 (interact_with) PWY-6125","false","interact_with","PWY-6612 (interact_with) PWY-6125"
"651","5000.91199634","interact_with","PWY-6612 (interact_with) ARO-PWY","false","interact_with","PWY-6612 (interact_with) ARO-PWY"
"652","350.0","interact_with","PWY-6612 (interact_with) PWY-2201","false","interact_with","PWY-6612 (interact_with) PWY-2201"
"653","698.0","interact_with","PWY-6612 (interact_with) PWY-2161","false","interact_with","PWY-6612 (interact_with) PWY-2161"
"654","47.8","Contains","PWY-6612 (Contains) PWY-6543","false","Contains","PWY-6612 (Contains) PWY-6543"
"655","174.0","Contains","PWY-6612 (Contains) PWY-6614","false","Contains","PWY-6612 (Contains) PWY-6614"
"656","276.25","Contains","PWY-6612 (Contains) PWY-6147","false","Contains","PWY-6612 (Contains) PWY-6147"
"657","356.0","interact_with","PWY-6125 (interact_with) PWY-6620","false","interact_with","PWY-6125 (interact_with) PWY-6620"
"658","582.81202964","INCOMING","PWY-6125 (INCOMING) IMP-BIOSYNTHESIS","false","INCOMING","PWY-6125 (INCOMING) IMP-BIOSYNTHESIS"
"659","151.35833333","interact_with","PWY-6543 (interact_with) PWY-6614","false","interact_with","PWY-6543 (interact_with) PWY-6614"
"660","447.55833333","interact_with","PWY-6543 (interact_with) ARO-PWY","false","interact_with","PWY-6543 (interact_with) ARO-PWY"
"661","32.64166667","interact_with","PWY-6614 (interact_with) PWY-6147","false","interact_with","PWY-6614 (interact_with) PWY-6147"
"662","6.0","interact_with","PWY-6614 (interact_with) PWY-2201","false","interact_with","PWY-6614 (interact_with) PWY-2201"
"663","10.0","interact_with","PWY-6614 (interact_with) PWY-2161","false","interact_with","PWY-6614 (interact_with) PWY-2161"
"664","151.35833333","interact_with","PWY-6614 (interact_with) PWY-6543","false","interact_with","PWY-6614 (interact_with) PWY-6543"
"665","356.0","interact_with","PWY-6613 (interact_with) PWY-2161","false","interact_with","PWY-6613 (interact_with) PWY-2161"
"666","100.39166667","interact_with","PWY-6147 (interact_with) PWY-6125","false","interact_with","PWY-6147 (interact_with) PWY-6125"
"667","2311.77490842","interact_with","THISYN-PWY (interact_with) TYRSYN","false","interact_with","THISYN-PWY (interact_with) TYRSYN"
"668","120.03333333","INCOMING","THISYN-PWY (INCOMING) AIR-BIOSYNTHESIS","false","INCOMING","THISYN-PWY (INCOMING) AIR-BIOSYNTHESIS"
"669","148.28333333","Contains","THISYN-PWY (Contains) PWY-6894","false","Contains","THISYN-PWY (Contains) PWY-6894"
"670","27.68333333","Contains","THISYN-PWY (Contains) PWY-6892","false","Contains","THISYN-PWY (Contains) PWY-6892"
"671","342.08333333","Contains","THISYN-PWY (Contains) PWY-6890","false","Contains","THISYN-PWY (Contains) PWY-6890"
"672","1955.65","interact_with","PWY-6895 (interact_with) TYRSYN","false","interact_with","PWY-6895 (interact_with) TYRSYN"
"673","167.86666667","INCOMING","PWY-6895 (INCOMING) AIR-BIOSYNTHESIS","false","INCOMING","PWY-6895 (INCOMING) AIR-BIOSYNTHESIS"
"674","382.08333333","Contains","PWY-6895 (Contains) PWY-6891","false","Contains","PWY-6895 (Contains) PWY-6891"
"675","913.5","Contains","PWY-6895 (Contains) PWY-6893","false","Contains","PWY-6895 (Contains) PWY-6893"
"676","105.98333333","Contains","PWY-6895 (Contains) PWY-6894","false","Contains","PWY-6895 (Contains) PWY-6894"
"677","12.68333333","Contains","PWY-6895 (Contains) PWY-6892","false","Contains","PWY-6895 (Contains) PWY-6892"
"678","241.76666667","Contains","PWY-6895 (Contains) PWY-6890","false","Contains","PWY-6895 (Contains) PWY-6890"
"679","111.8","INCOMING","PWY-6891 (INCOMING) AIR-BIOSYNTHESIS","false","INCOMING","PWY-6891 (INCOMING) AIR-BIOSYNTHESIS"
"680","42.5","interact_with","PWY-6891 (interact_with) PWY-6893","false","interact_with","PWY-6891 (interact_with) PWY-6893"
"681","101.0","interact_with","PWY-6893 (interact_with) PWY-6890","false","interact_with","PWY-6893 (interact_with) PWY-6890"
"682","42.5","interact_with","PWY-6893 (interact_with) PWY-6891","false","interact_with","PWY-6893 (interact_with) PWY-6891"
"683","119.38333333","interact_with","PWY-6907 (interact_with) PWY-6891","false","interact_with","PWY-6907 (interact_with) PWY-6891"
"684","237.61666667","interact_with","PWY-6907 (interact_with) PWY-6890","false","interact_with","PWY-6907 (interact_with) PWY-6890"
"685","85.26666667","INCOMING","PWY-6890 (INCOMING) AIR-BIOSYNTHESIS","false","INCOMING","PWY-6890 (INCOMING) AIR-BIOSYNTHESIS"
"686","99.3","interact_with","PWY-6894 (interact_with) PWY-6892","false","interact_with","PWY-6894 (interact_with) PWY-6892"
"687","9.13333333","interact_with","PWY-6894 (interact_with) PWY-6890","false","interact_with","PWY-6894 (interact_with) PWY-6890"
"688","123.1","INCOMING","PWY-6892 (INCOMING) AIR-BIOSYNTHESIS","false","INCOMING","PWY-6892 (INCOMING) AIR-BIOSYNTHESIS"
"689","99.3","interact_with","PWY-6892 (interact_with) PWY-6894","false","interact_with","PWY-6892 (interact_with) PWY-6894"
"690","477.13333333","interact_with","PWY-6892 (interact_with) TYRSYN","false","interact_with","PWY-6892 (interact_with) TYRSYN"
"691","708.0","interact_with","PWY-6910 (interact_with) PWY-6893","false","interact_with","PWY-6910 (interact_with) PWY-6893"
"692","356.0","Contains","PWY-6897 (Contains) PWY-6910","false","Contains","PWY-6897 (Contains) PWY-6910"
"695","3060.0","interact_with","PWY-6284 (interact_with) PWY0-1319","false","interact_with","PWY-6284 (interact_with) PWY0-1319"
"696","3060.0","interact_with","PWY-6284 (interact_with) PWY0-1319","false","interact_with","PWY-6284 (interact_with) PWY0-1319"
"697","3818.0","interact_with","PWY-6284 (interact_with) PWY-5971","false","interact_with","PWY-6284 (interact_with) PWY-5971"
"698","353.0","Contains","PWY-6284 (Contains) PWY-5973","false","Contains","PWY-6284 (Contains) PWY-5973"
"699","21.0","Contains","PWY-6284 (Contains) PWY0-862","false","Contains","PWY-6284 (Contains) PWY0-862"
"700","186.0","Contains","PWY-6284 (Contains) PWY-6282","false","Contains","PWY-6284 (Contains) PWY-6282"
"701","3060.0","INCOMING","PWY0-1319 (INCOMING) PWY-6284","false","INCOMING","PWY0-1319 (INCOMING) PWY-6284"
"702","689.33333333","interact_with","PWY0-1319 (interact_with) PWY-5668","false","interact_with","PWY0-1319 (interact_with) PWY-5668"
"703","1033.33333333","interact_with","PWY0-1319 (interact_with) PWY-5669","false","interact_with","PWY0-1319 (interact_with) PWY-5669"
"704","3.0","interact_with","PWY-5973 (interact_with) PWY-6282","false","interact_with","PWY-5973 (interact_with) PWY-6282"
"705","3.0","interact_with","PWY-6282 (interact_with) PWY-5973","false","interact_with","PWY-6282 (interact_with) PWY-5973"
"706","169.0","interact_with","PWY-6282 (interact_with) PWY0-862","false","interact_with","PWY-6282 (interact_with) PWY0-862"
"707","169.0","interact_with","PWY0-862 (interact_with) PWY-6282","false","interact_with","PWY0-862 (interact_with) PWY-6282"
"708","498.0","interact_with","PWY0-862 (interact_with) PWY-5971","false","interact_with","PWY0-862 (interact_with) PWY-5971"
"710","356.0","interact_with","PWY-5989 (interact_with) PWY-5971","false","interact_with","PWY-5989 (interact_with) PWY-5971"
"711","356.0","interact_with","PWY-5989 (interact_with) PWY-5971","false","interact_with","PWY-5989 (interact_with) PWY-5971"
"712","688.0","Contains","PHOSLIPSYN-PWY (Contains) PWY0-1319","false","Contains","PHOSLIPSYN-PWY (Contains) PWY0-1319"
"713","350.0","Contains","PHOSLIPSYN-PWY (Contains) PWY-5667","false","Contains","PHOSLIPSYN-PWY (Contains) PWY-5667"
"714","3.33333333","Contains","PHOSLIPSYN-PWY (Contains) PWY-5668","false","Contains","PHOSLIPSYN-PWY (Contains) PWY-5668"
"715","5.33333333","Contains","PHOSLIPSYN-PWY (Contains) PWY-5669","false","Contains","PHOSLIPSYN-PWY (Contains) PWY-5669"
"716","351.33333333","interact_with","PWY-5668 (interact_with) PWY-5667","false","interact_with","PWY-5668 (interact_with) PWY-5667"
"717","357.33333333","interact_with","PWY-5669 (interact_with) PWY-5667","false","interact_with","PWY-5669 (interact_with) PWY-5667"
"718","356.0","Contains","PWY4FS-7 (Contains) PWY0-1319","false","Contains","PWY4FS-7 (Contains) PWY0-1319"
