X,Y,Z
223,75,13.823138622409628
136,5,13.945623413882966
244,113,12.187494423390058
244,116,13.72034236687897
244,117,13.875981193632022
241,100,11.55245601646415
232,82,13.535966064161736
232,84,13.56001857867772
172,23,12.932000796782786
229,74,13.774920390698842
244,112,14.339475983695587
244,107,13.479250252009171
178,26,13.519409382210947
184,32,13.105352780383885
244,120,13.92483509620234
238,97,14.148041236060497
244,111,13.99300681189634
205,48,14.020142460092845
220,69,13.777875282252094
244,110,12.32052674911698
244,108,14.012874801690625
244,109,13.402705702501121
226,79,13.994306980786869
190,36,11.620196662451356
193,35,14.14431284025452
244,106,12.523539244946713
190,31,13.307316157437326
220,68,12.857614183289307
199,47,12.343296857231572
202,45,14.058121602094927
172,18,13.590694020044031
139,5,12.097426514127624
220,70,12.547500664054617
235,90,13.493506721753421
184,27,13.191384286051132
244,121,13.596915706822177
241,108,13.031331898562563
232,81,13.636699810622611
238,88,14.101507500562697
241,99,13.708733622847074
169,17,12.839075892911447
196,43,14.138944585708359
169,18,13.18734431687294
187,34,13.824126822630008
202,50,13.9710700481703
232,85,13.356006779656951
223,70,13.519828099090455
181,29,13.091679331620607
175,25,13.810454426933898
229,82,13.438309306880749
136,8,13.48796244837518
226,72,13.301413224411572
193,40,13.667274221248007
244,105,12.877153824965266
199,40,13.495081194442553
244,122,12.705679156377432
238,98,13.766988609498354
205,53,12.110856660359373
241,98,13.70790401584744
181,21,13.821408591613789
235,84,13.532379803857085
220,67,12.689128158802278
208,51,13.360952897369971
208,57,13.827188476723963
211,55,13.31341492682477
169,19,13.752301387215674
214,60,13.163077166329359
214,61,13.150667528515585
211,60,14.399108639777033
169,16,12.39176199682843
220,71,13.521539499102623
223,76,13.759893475397751
241,97,13.675077413174836
187,29,11.806630951808765
232,80,13.675295209483963
241,109,13.423906671501065
235,91,12.938787642104911
184,26,13.52105506523803
139,9,14.227733737028851
193,34,13.051094418405214
244,104,14.105536574516512
241,96,13.735029362989192
196,37,12.25093060430522
238,99,11.983778408196091
190,37,12.209671973084099
244,123,13.626535579639164
142,7,12.934161626475225
178,27,13.922695046300566
133,6,12.58534655141582
217,65,13.118232136543437
202,44,13.919224554431185
154,8,11.56456532067832
136,4,12.412384017602966
172,24,12.832817201790391
226,80,13.386740073474481
169,20,13.202362984962244
241,95,13.485999906588345
214,59,13.24346772141508
214,62,12.63410627112471
199,48,13.62580897874574
178,19,13.288486655725892
232,86,12.658790744870025
238,87,12.778075349096826
154,9,13.853992856014477
175,18,13.614020459127897
205,47,13.7960319073908
166,14,13.233989195541959
217,64,12.465436939194177
196,44,12.246747802939822
142,8,11.905489937221377
241,94,13.728443365230184
220,66,12.381874051285523
166,15,13.364133631672486
229,73,11.874187329482023
133,5,12.944398464176185
181,30,12.885145127839888
232,79,13.326461066173103
235,92,13.909794373404484
184,25,13.494830885995082
217,66,14.131878873232871
184,33,13.333420018773275
172,17,13.369716777431517
223,69,12.020104409039622
151,8,13.430670493275338
241,110,11.594447578834261
238,100,12.2489851711646
169,15,13.242154876734384
220,72,13.381018076110848
139,4,14.090016794428605
244,103,13.505862370093745
241,93,13.725178414079657
157,10,11.390617152824971
229,83,13.309523289522868
202,51,13.724934819989684
205,54,13.169803948392044
208,50,12.849157576525956
211,54,13.721884834405902
193,41,12.634608619943643
190,30,12.370563930817003
244,124,12.76816458256602
187,35,13.681624421639512
208,58,11.333180760866414
235,83,14.118589321552452
175,26,13.121259914351178
157,8,13.358821937338718
199,39,13.69265847732029
193,33,11.99107974064836
223,77,11.129928963640968
226,71,13.143141593677386
232,78,12.771365320912393
166,16,13.576873042844786
136,9,13.762186104292326
154,7,13.852250895100148
238,101,12.782816753935984
166,13,13.046698986228302
151,7,13.03305884313107
169,21,12.536891159312182
214,58,14.076513398078912
214,63,14.203010621997265
235,93,12.69001620183235
211,61,12.167766104774806
217,67,13.520178102642069
142,9,13.504716818930458
151,9,14.4405223517511
241,92,13.451764879460178
184,24,11.514226721926176
154,10,14.249696898466304
241,111,12.029291532588093
142,5,13.077813478714344
202,43,11.288826371230234
181,20,13.707222510208453
190,38,12.152379094732224
148,8,12.33297276806647
187,28,13.113606732831546
148,7,12.68375590063792
238,102,13.429066443936797
160,10,12.295043932994766
247,126,13.157509493685772
232,87,13.625522331045573
247,127,14.265601989839402
220,65,12.590572580761163
160,11,13.451244773498601
196,45,11.644065309077124
238,86,13.043505872132707
244,102,13.44907757853273
196,36,14.534518628016954
163,13,13.08427054761449
133,4,14.165652681265872
163,12,13.665638876128115
244,125,13.389826034822967
217,62,13.696835149341274
232,77,12.612763852435867
247,124,12.265633343210272
220,73,11.236592386471559
181,31,13.77512633279477
241,112,11.838505353329351
247,123,13.089561543178025
226,81,13.178863436044889
205,46,13.79760422108945
157,11,13.660454131815968
199,49,12.800494487541112
133,8,11.79403184631899
169,14,12.525519699030866
145,6,12.074952097534714
166,17,12.97958131726921
238,103,13.453694062846512
235,94,11.714586110527732
247,128,14.329754600049927
241,91,12.684402844819976
139,10,13.07157443107019
205,55,12.682509136882453
211,53,12.907916202889803
247,122,13.195242087095044
217,68,12.631128858285136
241,113,12.747191546067196
172,16,14.16889817182234
163,11,12.26718090102324
148,9,11.968408943294248
163,14,13.289940899351206
229,84,12.504554742172783
172,25,14.038778090545126
214,57,13.690205228075708
214,64,12.203172679921142
208,49,14.022381316405173
193,42,13.314697489779174
178,18,13.779020117175879
157,7,13.3311303166759
160,12,14.306498379632231
235,82,13.710738922905122
202,52,11.433240490009867
193,32,13.791698120536726
136,3,12.953538162492217
184,23,12.69079835522079
223,78,11.31513585557619
148,6,13.795902249005996
247,121,11.695405546554523
241,114,12.537859899694393
175,17,14.034294613947866
169,22,13.04650330798478
229,72,12.934102251943221
166,12,12.98256222074559
232,76,13.784820528097853
208,59,11.992824149239034
244,101,13.16938459371459
244,126,13.264160798109804
145,9,11.999581211433508
184,34,11.90688417749723
187,36,13.251178238750716
217,61,13.49877123114747
151,6,12.083628337258489
241,115,12.578917958229137
238,104,13.30519518802223
130,6,13.714789295371224
199,38,13.63482654007295
226,70,13.96238526489146
232,88,12.051140317700275
175,27,12.607127660410242
241,116,10.967325600970582
142,4,13.3012761111828
241,117,12.743570720853924
151,10,13.731650886964452
154,6,13.623396749195958
220,64,12.992597140744843
139,3,13.250132849458137
235,95,12.22869130654126
190,39,12.60605878779134
190,29,14.27517023795938
196,46,12.538514553061496
241,118,12.854416636670214
247,119,13.890664049397511
241,90,13.988940515243954
220,74,11.726193300945804
130,5,13.764170377840475
142,10,14.160280273401204
187,27,11.917153939418004
211,62,11.50846820727235
154,11,13.026100573547932
145,5,13.067984338987253
247,118,13.831457083410267
238,85,13.277549700599184
166,18,13.176924615388467
217,69,11.291301323990988
196,35,12.825789990748632
136,10,12.423267072065793
223,67,13.252006448907704
241,119,11.433597943499032
247,129,14.35649895927018
247,117,13.218357525353154
238,105,12.960739474030504
181,32,11.79777968468514
160,8,13.251863837358353
244,100,13.217821978810811
205,45,12.74343256501399
244,127,13.294112875451528
181,19,13.069983371801147
163,15,13.390952606058955
214,65,11.726711052965772
133,3,13.735365495042064
169,13,12.442557367020251
157,12,12.338765217161518
247,116,13.26645429391211
232,75,11.89567519946304
241,120,13.386782028656965
205,56,11.795786824208655
211,52,13.513189429182463
226,82,12.899843781055559
214,56,12.130283026153677
133,9,14.317280950589877
160,13,12.301627534403076
199,50,12.080632043453994
184,22,13.821911704757419
202,41,13.349463642070985
235,96,12.152889356050403
235,81,13.56689417456833
217,60,13.886630171127404
247,115,13.684547838508914
148,10,11.710330584681666
208,48,12.730747059240452
229,85,11.380848609348037
232,89,12.760411717977034
193,43,12.163972317686456
169,23,11.454569463185546
238,106,13.82461170811166
193,31,11.916310013557373
247,114,13.077309684701024
223,79,11.471039596338615
244,99,13.450250098905464
241,89,13.964777071885875
130,4,13.779672191039536
145,10,12.238476643967948
148,5,12.231365560490135
202,53,11.98956500336588
220,75,12.94617900092555
217,70,12.30717299491511
208,60,12.214244659922137
130,8,13.454434251583642
157,6,12.364507034195253
172,26,12.237613878788848
166,19,13.004031496490214
196,47,12.888973543237295
220,63,13.154154578394797
247,111,14.06908995663085
124,7,11.791737934179002
199,37,13.671812479995555
124,6,13.568633856886771
127,7,11.840273951246964
244,128,13.28088141334135
226,69,12.736773251354364
163,9,13.2140658785579
247,110,13.79470342102008
190,40,12.662940221960962
184,35,11.946935230063536
151,5,11.950726079862262
178,30,12.119149358088723
139,11,12.81993272077978
229,71,12.88322179738584
175,28,12.18610079611492
235,97,12.723740885629374
175,16,12.277406457575033
241,122,13.158197030980071
247,109,13.753401365899403
145,4,13.756321394392932
223,66,13.54686421840472
178,17,12.824820620533696
238,107,13.481871873801467
238,84,13.52012457536899
142,3,13.260443450071028
151,11,11.84945918929672
247,130,13.177883157632744
136,2,11.717165321514331
214,66,12.949040847090378
211,63,11.673846762090726
232,74,13.64446079904837
205,44,13.736491904413988
247,108,13.955441459380745
190,28,13.438783449276636
160,7,11.964493530959338
163,16,13.038055341107912
232,90,13.298842741878373
202,40,13.867952047555157
154,5,13.628408618251848
142,11,13.572563697375235
124,8,14.04530470943714
214,55,13.06412174750205
205,57,12.505293395239446
211,51,13.64104692313405
184,21,11.857400549784
124,5,14.432532941472902
154,12,11.514887868792608
181,33,11.180339266210796
217,59,13.473928852691774
160,14,12.045246061167694
241,88,13.731792376060344
241,123,13.764935665124463
127,8,13.255700040027792
139,2,12.657912950670264
247,107,12.964034881746455
169,12,13.121364552740985
226,83,12.415127237116362
217,71,13.339578561338513
238,108,13.214250467581715
235,98,13.0282449565914
199,51,12.394262291954524
136,11,12.670561517847066
169,24,12.9177453877075
157,13,11.59988858904603
208,47,12.508602053312176
220,76,13.862885976641426
130,3,12.136599169412685
127,4,13.398148257978063
133,10,12.672899031140668
133,2,13.144076440976384
244,129,12.806576737492128
193,30,14.014510216572038
148,11,11.16239529965748
130,9,13.624093968997057
196,48,12.905040259754788
220,62,13.531416489316188
208,61,12.459195879279505
148,4,11.870777878535893
250,127,12.90645104110195
241,124,13.410961516733847
163,8,13.410731965775181
178,31,12.787289683670267
199,36,12.823185750123079
250,128,13.345966569417664
190,41,12.278807763120902
223,65,12.191139270733947
238,83,13.697401449972741
232,73,13.843719210570027
124,4,13.58719332205039
124,9,13.335315596930371
157,5,11.624664742649937
184,36,13.27877116126169
175,29,11.933775963295535
121,7,13.89964140295581
202,39,13.621257713318041
145,3,11.881315426029458
127,9,14.092216785065206
247,131,11.41840284470281
160,6,11.856192442057951
121,6,13.158173530026202
184,20,12.269327823240538
244,94,14.141443876156924
250,129,13.964568804756784
121,8,14.230578885382366
139,12,13.116416782659266
178,16,12.12094123264432
241,125,13.435058684434448
127,3,12.141050578710914
169,11,11.633127380366844
223,81,12.337695325856059
169,25,12.025395498008328
142,12,13.36820906031724
244,93,13.37413852181675
247,103,14.325304585063623
130,2,11.921662958139105
166,9,12.43026780917257
121,5,12.3538534251716
139,1,12.215542237507261
250,123,14.513350216084929
193,29,13.350731048858007
250,130,11.843524033255656
232,72,12.15923562507271
121,9,14.10739916272547
250,122,12.107049847992108
247,102,13.473296609702718
184,19,11.90358731226257
160,5,12.32695728060448
247,132,12.202748242229097
103,10,12.181058814065763
103,11,12.448205874319042
121,4,12.249001661823224
118,7,13.008255341456127
169,10,11.378641033058281
118,8,12.064182752429105
250,131,11.722788825111321
106,10,12.312228160041688
106,9,12.903084288324129
121,10,13.402408471253363
118,6,13.35407829585389
100,11,12.034407574075656
103,12,12.38878992139682
118,9,13.965623174604294
106,11,13.637376604294781
100,12,11.885776920930963
106,8,14.28794603114568
103,8,12.100817370051772
109,9,14.420121748217003
109,8,13.918220184873647
118,5,12.196935803805767
109,10,13.367689304181043
103,13,13.795889795982164
100,13,13.635268451794978
118,10,13.252615542028567
250,132,14.04112129042492
100,8,14.2243982853418
247,133,12.729748474720429
112,8,12.017656742460094
112,9,13.935641083301817
106,7,13.445454565440546
109,7,13.067511949495977
103,7,12.497702554743766
112,7,13.754793299929746
112,10,13.664949059924997
106,13,12.150848075025774
100,7,13.305637167447841
250,133,13.557370181655834
97,14,13.627520446853117
247,134,13.755300849952866
97,8,12.32822058431131
247,93,12.760613647537934
94,12,12.410684809534027
94,13,11.996912000948301
97,15,13.177666699061458
94,14,12.05975393387894
250,134,13.235041024023245
94,15,11.989254978847688
91,12,12.902747778680308
91,13,11.907115476260266
91,11,13.907311782272457
91,10,12.381569330065265
88,12,13.048328331119283
88,11,14.074018156878807
85,17,13.312529309132794
85,18,13.869007142548142
82,17,14.061399975541015
82,18,12.899084209136987
82,19,14.04098032486136
79,19,13.850486251321145
79,20,11.70666975314996
79,21,12.579657833834471
28,71,13.389394195273784
28,72,14.269121205164145
28,70,14.257685379202979
25,72,13.481777513595327
28,69,12.840939219106208
22,76,12.648943438524075
22,81,12.383561778628271
22,82,14.540259469540775
22,83,14.341341378385835
28,65,12.247539508811265
31,65,14.189986130141751
31,64,13.546629642940983
16,90,12.40046627708689
31,57,13.968864570144184
31,56,12.556978138168915
34,55,12.932713001918259
64,30,12.593742726872625
34,54,12.059727959774795
34,52,12.412740533848662
37,49,13.881909512548615
37,48,11.601026801581177
10,103,14.193361944977466
10,104,14.432279669966986
46,41,13.703580883591053
46,40,11.352317535872913
7,103,12.728017625459374
49,38,12.411210739853875
7,104,12.588337269212927
49,37,11.47384480391105
7,109,12.807441899089113
7,110,12.15981611516101
7,111,12.152592059656753
4,120,12.441846930841985
4,121,13.6247641248709
7,127,12.099327180582225
4,127,12.048837095408265
