,x,label:y,label:prediction,label:residual
76,7.5,18.2,17.999513951395134,-0.20048604860486563
77,7.6000000000000005,18.500000000000004,18.199690969096903,-0.3003090309031009
78,7.7,18.099999999999998,18.39986798679867,0.29986798679867377
79,7.800000000000001,18.400000000000002,18.600045004500444,0.20004500450044205
80,7.9,18.7,18.800222022202213,0.10022202220221388
81,8,19,19.000399039903982,0.00039903990398215683
82,8.1,19.3,19.20057605760575,-0.09942394239424956
83,8.200000000000001,19.6,19.400753075307524,-0.19924692469247773
84,8.3,19.900000000000002,19.600930093009293,-0.29906990699070946
85,8.4,19.5,19.80110711071106,0.30110711071106167
86,8.5,19.8,20.00128412841283,0.20128412841282994
87,8.6,20.099999999999998,20.2014611461146,0.10146114611460177
88,8.700000000000001,20.400000000000002,20.401638163816372,0.001638163816370053
89,8.8,20.700000000000003,20.60181518151814,-0.09818481848186167
90,8.9,21,20.80199219921991,-0.19800780078008984
91,9,21.3,21.00216921692168,-0.29783078307832156
92,9.1,20.9,21.20234623462345,0.3023462346234531
93,9.200000000000001,21.200000000000003,21.402523252325224,0.2025232523252214
94,9.3,21.5,21.602700270026993,0.10270027002699322
95,9.4,21.8,21.802877287728762,0.0028772877287615017
96,9.5,22.1,22.00305430543053,-0.09694569456947022
97,9.600000000000001,22.400000000000002,22.203231323132304,-0.1967686768676984
98,9.700000000000001,22.700000000000003,22.403408340834073,-0.2965916591659301
99,9.8,22.3,22.60358535853584,0.303585358535841
100,9.9,22.6,22.80376237623761,0.2037623762376093
