ID,input,BipolarSigmoid,BipolarSigmoid/dt,HyperbolicTangent,HyperbolicTangent/dt,ReLU,ReLU/dt,Sigmoid,Sigmoid/dt,SigmoidFunction,SigmoidFunction/dt,Threshold,Threshold/dt
dacccccccc2c58c0,-96.7000000000002,-1,-9349.89000000004,-1,4.06918271684988E-84,0,0,1.01729567921247E-84,-18895.1800000001,0,-9447.59000000004,0,0
74666666662658c0,-96.6000000000002,-1,-9330.56000000004,-1,4.97011099381808E-84,0,0,1.24252774845452E-84,-18856.3200000001,0,-9428.16000000004,0,0
0e000000002058c0,-96.5000000000002,-1,-9311.25000000004,-1,6.07050727621151E-84,0,0,1.51762681905288E-84,-18817.5000000001,0,-9408.75000000004,0,0
a8999999991958c0,-96.4000000000002,-1,-9291.96000000004,-1,7.41453433059604E-84,0,0,1.85363358264901E-84,-18778.7200000001,0,-9389.36000000004,0,0
42333333331358c0,-96.3000000000002,-1,-9272.69000000004,-1,9.05613268186317E-84,0,0,2.26403317046579E-84,-18739.9800000001,0,-9369.99000000004,0,0
dccccccccc0c58c0,-96.2000000000002,-1,-9253.44000000004,-1,1.1061185435892E-83,0,0,2.765296358973E-84,-18701.2800000001,0,-9350.64000000004,0,0
76666666660658c0,-96.1000000000002,-1,-9234.21000000004,-1,1.35101623999194E-83,0,0,3.37754059997986E-84,-18662.6200000001,0,-9331.31000000004,0,0
10000000000058c0,-96.0000000000002,-1,-9215.00000000004,-1,1.65013496184532E-83,0,0,4.12533740461331E-84,-18624.0000000001,0,-9312.00000000004,0,0
aa99999999f957c0,-95.9000000000002,-1,-9195.81000000005,-1,2.01547939373438E-83,0,0,5.03869848433595E-84,-18585.4200000001,0,-9292.71000000004,0,0
4433333333f357c0,-95.8000000000002,-1,-9176.64000000004,-1,2.46171209052213E-83,0,0,6.15428022630533E-84,-18546.8800000001,0,-9273.44000000005,0,0
deccccccccec57c0,-95.7000000000002,-1,-9157.49000000005,-1,3.00674193715994E-83,0,0,7.51685484289984E-84,-18508.3800000001,0,-9254.19000000005,0,0
7866666666e657c0,-95.6000000000003,-1,-9138.36000000005,-1,3.67244289512296E-83,0,0,9.18110723780739E-84,-18469.9200000001,0,-9234.96000000005,0,0
1200000000e057c0,-95.5000000000003,-1,-9119.25000000005,-1,4.48553188128885E-83,0,0,1.12138297032221E-83,-18431.5000000001,0,-9215.75000000005,0,0
ac99999999d957c0,-95.4000000000003,-1,-9100.16000000005,-1,5.47864101162151E-83,0,0,1.36966025290538E-83,-18393.1200000001,0,-9196.56000000005,0,0
4633333333d357c0,-95.3000000000003,-1,-9081.09000000005,-1,6.69162724256386E-83,0,0,1.67290681064097E-83,-18354.7800000001,0,-9177.39000000005,0,0
e0cccccccccc57c0,-95.2000000000003,-1,-9062.04000000005,-1,8.17317197064714E-83,0,0,2.04329299266178E-83,-18316.4800000001,0,-9158.24000000005,0,0
7a66666666c657c0,-95.1000000000003,-1,-9043.01000000005,-1,9.98273478786569E-83,0,0,2.49568369696642E-83,-18278.2200000001,0,-9139.11000000005,0,0
1400000000c057c0,-95.0000000000003,-1,-9024.00000000005,-1,1.21929398038805E-82,0,0,3.04823495097012E-83,-18240.0000000001,0,-9120.00000000005,0,0
ae99999999b957c0,-94.9000000000003,-1,-9005.01000000005,-1,1.48924903065404E-82,0,0,3.7231225766351E-83,-18201.8200000001,0,-9100.91000000005,0,0
4833333333b357c0,-94.8000000000003,-1,-8986.04000000006,-1,1.81897287362818E-82,0,0,4.54743218407046E-83,-18163.6800000001,0,-9081.84000000006,0,0
e2ccccccccac57c0,-94.7000000000003,-1,-8967.09000000006,-1,2.22169848486797E-82,0,0,5.55424621216991E-83,-18125.5800000001,0,-9062.79000000006,0,0
7c66666666a657c0,-94.6000000000003,-1,-8948.16000000006,-1,2.71358865721797E-82,0,0,6.78397164304493E-83,-18087.5200000001,0,-9043.76000000006,0,0
1600000000a057c0,-94.5000000000003,-1,-8929.25000000006,-1,3.31438467043815E-82,0,0,8.28596167609537E-83,-18049.5000000001,0,-9024.75000000006,0,0
b0999999999957c0,-94.4000000000003,-1,-8910.36000000006,-1,4.04819857807689E-82,0,0,1.01204964451922E-82,-18011.5200000001,0,-9005.76000000006,0,0
4a333333339357c0,-94.3000000000003,-1,-8891.49000000006,-1,4.94448090884314E-82,0,0,1.23612022721078E-82,-17973.5800000001,0,-8986.79000000006,0,0
e4cccccccc8c57c0,-94.2000000000003,-1,-8872.64000000006,-1,6.03920261973124E-82,0,0,1.50980065493281E-82,-17935.6800000001,0,-8967.84000000006,0,0
7e666666668657c0,-94.1000000000003,-1,-8853.81000000006,-1,7.37629873682778E-82,0,0,1.84407468420694E-82,-17897.8200000001,0,-8948.91000000006,0,0
18000000008057c0,-94.0000000000003,-1,-8835.00000000006,-1,9.00943162217472E-82,0,0,2.25235790554368E-82,-17860.0000000001,0,-8930.00000000006,0,0
b2999999997957c0,-93.9000000000003,-1,-8816.21000000006,-1,1.10041446327795E-81,0,0,2.75103615819488E-82,-17822.2200000001,0,-8911.11000000007,0,0
4c333333337357c0,-93.8000000000004,-1,-8797.44000000007,-1,1.34404926056702E-81,0,0,3.36012315141755E-82,-17784.4800000001,0,-8892.24000000007,0,0
e6cccccccc6c57c0,-93.7000000000004,-1,-8778.69000000007,-1,1.64162547395968E-81,0,0,4.10406368489919E-82,-17746.7800000001,0,-8873.39000000007,0,0
80666666666657c0,-93.6000000000004,-1,-8759.96000000007,-1,2.00508588176032E-81,0,0,5.0127147044008E-82,-17709.1200000001,0,-8854.56000000007,0,0
1a000000006057c0,-93.5000000000004,-1,-8741.25000000007,-1,2.44901742633005E-81,0,0,6.12254356582511E-82,-17671.5000000001,0,-8835.75000000007,0,0
b4999999995957c0,-93.4000000000004,-1,-8722.56000000007,-1,2.9912366393018E-81,0,0,7.47809159825451E-82,-17633.9200000001,0,-8816.96000000007,0,0
4e333333335357c0,-93.3000000000004,-1,-8703.89000000007,-1,3.65350468155294E-81,0,0,9.13376170388235E-82,-17596.3800000001,0,-8798.19000000007,0,0
e8cccccccc4c57c0,-93.2000000000004,-1,-8685.24000000007,-1,4.4624006949998E-81,0,0,1.11560017374995E-81,-17558.8800000001,0,-8779.44000000007,0,0
82666666664657c0,-93.1000000000004,-1,-8666.61000000007,-1,5.45038851688855E-81,0,0,1.36259712922214E-81,-17521.4200000001,0,-8760.71000000007,0,0
1c000000004057c0,-93.0000000000004,-1,-8648.00000000007,-1,6.65711956757212E-81,0,0,1.66427989189303E-81,-17484.0000000001,0,-8742.00000000007,0,0
b6999999993957c0,-92.9000000000004,-1,-8629.41000000007,-1,8.13102420123453E-81,0,0,2.03275605030863E-81,-17446.6200000002,0,-8723.31000000008,0,0
50333333333357c0,-92.8000000000004,-1,-8610.84000000008,-1,9.93125538605484E-81,0,0,2.48281384651371E-81,-17409.2800000002,0,-8704.64000000008,0,0
eacccccccc2c57c0,-92.7000000000004,-1,-8592.29000000008,-1,1.21300627205203E-80,0,0,3.03251568013007E-81,-17371.9800000002,0,-8685.99000000008,0,0
84666666662657c0,-92.6000000000004,-1,-8573.76000000008,-1,1.48156920634992E-80,0,0,3.70392301587479E-81,-17334.7200000002,0,-8667.36000000008,0,0
1e000000002057c0,-92.5000000000004,-1,-8555.25000000008,-1,1.80959271504094E-80,0,0,4.52398178760235E-81,-17297.5000000002,0,-8648.75000000008,0,0
b8999999991957c0,-92.4000000000004,-1,-8536.76000000008,-1,2.21024153329753E-80,0,0,5.52560383324383E-81,-17260.3200000002,0,-8630.16000000008,0,0
52333333331357c0,-92.3000000000004,-1,-8518.29000000008,-1,2.69959510496974E-80,0,0,6.74898776242434E-81,-17223.1800000002,0,-8611.59000000008,0,0
eccccccccc0c57c0,-92.2000000000004,-1,-8499.84000000008,-1,3.29729290712569E-80,0,0,8.24323226781423E-81,-17186.0800000002,0,-8593.04000000008,0,0
86666666660657c0,-92.1000000000004,-1,-8481.41000000008,-1,4.02732265122524E-80,0,0,1.00683066280631E-80,-17149.0200000002,0,-8574.51000000008,0,0
20000000000057c0,-92.0000000000005,-1,-8463.00000000008,-1,4.91898299420738E-80,0,0,1.22974574855184E-80,-17112.0000000002,0,-8556.00000000008,0,0
ba99999999f956c0,-91.9000000000005,-1,-8444.61000000008,-1,6.00805939646779E-80,0,0,1.50201484911695E-80,-17075.0200000002,0,-8537.51000000009,0,0
5433333333f356c0,-91.8000000000005,-1,-8426.24000000009,-1,7.33826031803581E-80,0,0,1.83456507950895E-80,-17038.0800000002,0,-8519.04000000009,0,0
eeccccccccec56c0,-91.7000000000005,-1,-8407.89000000009,-1,8.96297139254615E-80,0,0,2.24074284813654E-80,-17001.1800000002,0,-8500.59000000009,0,0
8866666666e656c0,-91.6000000000005,-1,-8389.56000000009,-1,1.09473979801664E-79,0,0,2.73684949504161E-80,-16964.3200000002,0,-8482.16000000009,0,0
2200000000e056c0,-91.5000000000005,-1,-8371.25000000009,-1,1.33711820876522E-79,0,0,3.34279552191305E-80,-16927.5000000002,0,-8463.75000000009,0,0
bc99999999d956c0,-91.4000000000005,-1,-8352.96000000009,-1,1.63315986817201E-79,0,0,4.08289967043002E-80,-16890.7200000002,0,-8445.36000000009,0,0
5633333333d356c0,-91.3000000000005,-1,-8334.69000000009,-1,1.99474596750177E-79,0,0,4.98686491875442E-80,-16853.9800000002,0,-8426.99000000009,0,0
f0cccccccccc56c0,-91.2000000000005,-1,-8316.44000000009,-1,2.43638822653551E-79,0,0,6.09097056633877E-80,-16817.2800000002,0,-8408.64000000009,0,0
8a66666666c656c0,-91.1000000000005,-1,-8298.21000000009,-1,2.9758112998394E-79,0,0,7.4395282495985E-80,-16780.6200000002,0,-8390.31000000009,0,0
2400000000c056c0,-91.0000000000005,-1,-8280.00000000009,-1,3.634664129388E-79,0,0,9.08666032347001E-80,-16744.0000000002,0,-8372.00000000009,0,0
be99999999b956c0,-90.9000000000005,-1,-8261.81000000009,-1,4.43938879262029E-79,0,0,1.10984719815507E-79,-16707.4200000002,0,-8353.71000000009,0,0
5833333333b356c0,-90.8000000000005,-1,-8243.6400000001,-1,5.42228171585171E-79,0,0,1.35557042896293E-79,-16670.8800000002,0,-8335.4400000001,0,0
f2ccccccccac56c0,-90.7000000000005,-1,-8225.4900000001,-1,6.62278984326266E-79,0,0,1.65569746081566E-79,-16634.3800000002,0,-8317.1900000001,0,0
8c66666666a656c0,-90.6000000000005,-1,-8207.3600000001,-1,8.08909378127608E-79,0,0,2.02227344531902E-79,-16597.9200000002,0,-8298.9600000001,0,0
2600000000a056c0,-90.5000000000005,-1,-8189.2500000001,-1,9.88004145546677E-79,0,0,2.47001036386669E-79,-16561.5000000002,0,-8280.7500000001,0,0
c0999999999956c0,-90.4000000000005,-1,-8171.1600000001,-1,1.20675098844438E-78,0,0,3.01687747111095E-79,-16525.1200000002,0,-8262.5600000001,0,0
5a333333339356c0,-90.3000000000006,-1,-8153.0900000001,-1,1.47392898569846E-78,0,0,3.68482246424615E-79,-16488.7800000002,0,-8244.3900000001,0,0
f4cccccccc8c56c0,-90.2000000000006,-1,-8135.0400000001,-1,1.8002609284643E-78,0,0,4.50065232116075E-79,-16452.4800000002,0,-8226.2400000001,0,0
8e666666668656c0,-90.1000000000006,-1,-8117.0100000001,-1,2.19884366343426E-78,0,0,5.49710915858564E-79,-16416.2200000002,0,-8208.1100000001,0,0
28000000008056c0,-90.0000000000006,-1,-8099.0000000001,-1,2.68567371528158E-78,0,0,6.71418428820396E-79,-16380.0000000002,0,-8190.0000000001,0,0
c2999999997956c0,-89.9000000000006,-1,-8081.0100000001,-1,3.28028928336316E-78,0,0,8.2007232084079E-79,-16343.8200000002,0,-8171.9100000001,0,0
5c333333337356c0,-89.8000000000006,-1,-8063.0400000001,-1,4.00655437826296E-78,0,0,1.00163859456574E-78,-16307.6800000002,0,-8153.8400000001,0,0
f6cccccccc6c56c0,-89.7000000000006,-1,-8045.0900000001,-1,4.89361656832903E-78,0,0,1.22340414208226E-78,-16271.5800000002,0,-8135.79000000011,0,0
90666666666656c0,-89.6000000000006,-1,-8027.16000000011,-1,5.97707677393532E-78,0,0,1.49426919348383E-78,-16235.5200000002,0,-8117.76000000011,0,0
2a000000006056c0,-89.5000000000006,-1,-8009.25000000011,-1,7.30041805741961E-78,0,0,1.8251045143549E-78,-16199.5000000002,0,-8099.75000000011,0,0
c4999999995956c0,-89.4000000000006,-1,-7991.36000000011,-1,8.91675075105452E-78,0,0,2.22918768776363E-78,-16163.5200000002,0,-8081.76000000011,0,0
5e333333335356c0,-89.3000000000006,-1,-7973.49000000011,-1,1.08909439611646E-77,0,0,2.72273599029116E-78,-16127.5800000002,0,-8063.79000000011,0,0
f8cccccccc4c56c0,-89.2000000000006,-1,-7955.64000000011,-1,1.33022289931342E-77,0,0,3.32555724828354E-78,-16091.6800000002,0,-8045.84000000011,0,0
92666666664656c0,-89.1000000000006,-1,-7937.81000000011,-1,1.62473791818921E-77,0,0,4.06184479547302E-78,-16055.8200000002,0,-8027.91000000011,0,0
2c000000004056c0,-89.0000000000006,-1,-7920.00000000011,-1,1.98445937456369E-77,0,0,4.96114843640922E-78,-16020.0000000002,0,-8010.00000000011,0,0
c6999999993956c0,-88.9000000000006,-1,-7902.21000000011,-1,2.42382415354887E-77,0,0,6.05956038387216E-78,-15984.2200000002,0,-7992.11000000011,0,0
60333333333356c0,-88.8000000000006,-1,-7884.44000000011,-1,2.96046550643979E-77,0,0,7.40116376609947E-78,-15948.4800000002,0,-7974.24000000011,0,0
facccccccc2c56c0,-88.7000000000006,-1,-7866.69000000011,-1,3.61592073500356E-77,0,0,9.03980183750891E-78,-15912.7800000002,0,-7956.39000000011,0,0
94666666662656c0,-88.6000000000006,-1,-7848.96000000011,-1,4.41649555902185E-77,0,0,1.10412388975546E-77,-15877.1200000002,0,-7938.56000000012,0,0
2e000000002056c0,-88.5000000000007,-1,-7831.25000000012,-1,5.39431985719137E-77,0,0,1.34857996429784E-77,-15841.5000000002,0,-7920.75000000012,0,0
c8999999991956c0,-88.4000000000007,-1,-7813.56000000012,-1,6.58863715197163E-77,0,0,1.64715928799291E-77,-15805.9200000002,0,-7902.96000000012,0,0
62333333331356c0,-88.3000000000007,-1,-7795.89000000012,-1,8.04737958993463E-77,0,0,2.01184489748366E-77,-15770.3800000002,0,-7885.19000000012,0,0
fccccccccc0c56c0,-88.2000000000007,-1,-7778.24000000012,-1,9.8290916271079E-77,0,0,2.45727290677697E-77,-15734.8800000002,0,-7867.44000000012,0,0
96666666660656c0,-88.1000000000007,-1,-7760.61000000012,-1,1.20052796235585E-76,0,0,3.00131990588962E-77,-15699.4200000002,0,-7849.71000000012,0,0
30000000000056c0,-88.0000000000007,-1,-7743.00000000012,-1,1.46632816446982E-76,0,0,3.66582041117456E-77,-15664.0000000002,0,-7832.00000000012,0,0
ca99999999f955c0,-87.9000000000007,-1,-7725.41000000012,-1,1.79097726445136E-76,0,0,4.47744316112841E-77,-15628.6200000002,0,-7814.31000000012,0,0
6433333333f355c0,-87.8000000000007,-1,-7707.84000000012,-1,2.18750457060303E-76,0,0,5.46876142650756E-77,-15593.2800000002,0,-7796.64000000012,0,0
feccccccccec55c0,-87.7000000000007,-1,-7690.29000000012,-1,2.67182411602248E-76,0,0,6.67956029005621E-77,-15557.9800000002,0,-7778.99000000012,0,0
9866666666e655c0,-87.6000000000007,-1,-7672.76000000012,-1,3.26337334462868E-76,0,0,8.1584333615717E-77,-15522.7200000002,0,-7761.36000000012,0,0
3200000000e055c0,-87.5000000000007,-1,-7655.25000000012,-1,3.9858932040358E-76,0,0,9.96473301008951E-77,-15487.5000000003,0,-7743.75000000013,0,0
cc99999999d955c0,-87.4000000000007,-1,-7637.76000000012,-1,4.86838095314115E-76,0,0,1.21709523828529E-76,-15452.3200000003,0,-7726.16000000013,0,0
6633333333d355c0,-87.3000000000007,-1,-7620.29000000013,-1,5.94625392394097E-76,0,0,1.48656348098524E-76,-15417.1800000003,0,-7708.59000000013,0,0
00cdcccccccc55c0,-87.2000000000007,-1,-7602.84000000013,-1,7.26277094342216E-76,0,0,1.81569273585554E-76,-15382.0800000003,0,-7691.04000000013,0,0
9a66666666c655c0,-87.1000000000007,-1,-7585.41000000013,-1,8.87076846218126E-76,0,0,2.21769211554531E-76,-15347.0200000003,0,-7673.51000000013,0,0
3400000000c055c0,-87.0000000000007,-1,-7568.00000000013,-1,1.08347810667083E-75,0,0,2.70869526667708E-76,-15312.0000000003,0,-7656.00000000013,0,0
ce99999999b955c0,-86.9000000000007,-1,-7550.61000000013,-1,1.3233631478939E-75,0,0,3.30840786973474E-76,-15277.0200000003,0,-7638.51000000013,0,0
6833333333b355c0,-86.8000000000008,-1,-7533.24000000013,-1,1.61635939888511E-75,0,0,4.04089849721278E-76,-15242.0800000003,0,-7621.04000000013,0,0
02cdccccccac55c0,-86.7000000000008,-1,-7515.89000000013,-1,1.97422582797637E-75,0,0,4.93556456994092E-76,-15207.1800000003,0,-7603.59000000013,0,0
9c66666666a655c0,-86.6000000000008,-1,-7498.56000000013,-1,2.41132487152135E-75,0,0,6.02831217880338E-76,-15172.3200000003,0,-7586.16000000013,0,0
3600000000a055c0,-86.5000000000008,-1,-7481.25000000013,-1,2.94519884889636E-75,0,0,7.36299712224091E-76,-15137.5000000003,0,-7568.75000000013,0,0
d0999999999955c0,-86.4000000000008,-1,-7463.96000000013,-1,3.59727399737214E-75,0,0,8.99318499343034E-76,-15102.7200000003,0,-7551.36000000013,0,0
6a333333339355c0,-86.3000000000008,-1,-7446.69000000013,-1,4.39372038224814E-75,0,0,1.09843009556203E-75,-15067.9800000003,0,-7533.99000000014,0,0
04cdcccccc8c55c0,-86.2000000000008,-1,-7429.44000000014,-1,5.36650219346237E-75,0,0,1.34162554836559E-75,-15033.2800000003,0,-7516.64000000014,0,0
9e666666668655c0,-86.1000000000008,-1,-7412.21000000014,-1,6.55466058076746E-75,0,0,1.63866514519187E-75,-14998.6200000003,0,-7499.31000000014,0,0
38000000008055c0,-86.0000000000008,-1,-7395.00000000014,-1,8.00588051215303E-75,0,0,2.00147012803826E-75,-14964.0000000003,0,-7482.00000000014,0,0
d2999999997955c0,-85.9000000000008,-1,-7377.81000000014,-1,9.77840453904435E-75,0,0,2.44460113476109E-75,-14929.4200000003,0,-7464.71000000014,0,0
6c333333337355c0,-85.8000000000008,-1,-7360.64000000014,-1,1.19433702743946E-74,0,0,2.98584256859864E-75,-14894.8800000003,0,-7447.44000000014,0,0
06cdcccccc6c55c0,-85.7000000000008,-1,-7343.49000000014,-1,1.45876653948735E-74,0,0,3.64691634871838E-75,-14860.3800000003,0,-7430.19000000014,0,0
a0666666666655c0,-85.6000000000008,-1,-7326.36000000014,-1,1.7817414748416E-74,0,0,4.454353687104E-75,-14825.9200000003,0,-7412.96000000014,0,0
3a000000006055c0,-85.5000000000008,-1,-7309.25000000014,-1,2.17622395169987E-74,0,0,5.44055987924968E-75,-14791.5000000003,0,-7395.75000000014,0,0
d4999999995955c0,-85.4000000000008,-1,-7292.16000000014,-1,2.65804593698042E-74,0,0,6.64511484245105E-75,-14757.1200000003,0,-7378.56000000014,0,0
6e333333335355c0,-85.3000000000008,-1,-7275.09000000014,-1,3.24654463874428E-74,0,0,8.1163615968607E-75,-14722.7800000003,0,-7361.39000000014,0,0
08cdcccccc4c55c0,-85.2000000000008,-1,-7258.04000000014,-1,3.96533857625233E-74,0,0,9.91334644063083E-75,-14688.4800000003,0,-7344.24000000014,0,0
a2666666664655c0,-85.1000000000008,-1,-7241.01000000014,-1,4.84327547407346E-74,0,0,1.21081886851837E-74,-14654.2200000003,0,-7327.11000000015,0,0
3c000000004055c0,-85.0000000000009,-1,-7224.00000000014,-1,5.91559002256277E-74,0,0,1.47889750564069E-74,-14620.0000000003,0,-7310.00000000015,0,0
d6999999993955c0,-84.9000000000009,-1,-7207.01000000015,-1,7.22531796970286E-74,0,0,1.80632949242572E-74,-14585.8200000003,0,-7292.91000000015,0,0
70333333333355c0,-84.8000000000009,-1,-7190.04000000015,-1,8.82502329677921E-74,0,0,2.2062558241948E-74,-14551.6800000003,0,-7275.84000000015,0,0
0acdcccccc2c55c0,-84.7000000000009,-1,-7173.09000000015,-1,1.07789077955138E-73,0,0,2.69472694887844E-74,-14517.5800000003,0,-7258.79000000015,0,0
a4666666662655c0,-84.6000000000009,-1,-7156.16000000015,-1,1.31653877113945E-73,0,0,3.29134692784863E-74,-14483.5200000003,0,-7241.76000000015,0,0
3e000000002055c0,-84.5000000000009,-1,-7139.25000000015,-1,1.60802408629451E-73,0,0,4.02006021573627E-74,-14449.5000000003,0,-7224.75000000015,0,0
d8999999991955c0,-84.4000000000009,-1,-7122.36000000015,-1,1.96404505418808E-73,0,0,4.91011263547019E-74,-14415.5200000003,0,-7207.76000000015,0,0
72333333331355c0,-84.3000000000009,-1,-7105.49000000015,-1,2.39889004633613E-73,0,0,5.99722511584033E-74,-14381.5800000003,0,-7190.79000000015,0,0
0ccdcccccc0c55c0,-84.2000000000009,-1,-7088.64000000015,-1,2.93001091911789E-73,0,0,7.32502729779474E-74,-14347.6800000003,0,-7173.84000000015,0,0
a6666666660655c0,-84.1000000000009,-1,-7071.81000000015,-1,3.57872341804997E-73,0,0,8.94680854512492E-74,-14313.8200000003,0,-7156.91000000015,0,0
40000000000055c0,-84.0000000000009,-1,-7055.00000000015,-1,4.37106265349857E-73,0,0,1.09276566337464E-73,-14280.0000000003,0,-7140.00000000015,0,0
da99999999f954c0,-83.9000000000009,-1,-7038.21000000015,-1,5.33882798107401E-73,0,0,1.3347069952685E-73,-14246.2200000003,0,-7123.11000000015,0,0
7433333333f354c0,-83.8000000000009,-1,-7021.44000000015,-1,6.52085922142641E-73,0,0,1.6302148053566E-73,-14212.4800000003,0,-7106.24000000016,0,0
0ecdccccccec54c0,-83.7000000000009,-1,-7004.69000000016,-1,7.9645954386243E-73,0,0,1.99114885965608E-73,-14178.7800000003,0,-7089.39000000016,0,0
a866666666e654c0,-83.6000000000009,-1,-6987.96000000016,-1,9.72797883636552E-73,0,0,2.43199470909138E-73,-14145.1200000003,0,-7072.56000000016,0,0
4200000000e054c0,-83.5000000000009,-1,-6971.25000000016,-1,1.18817801820605E-72,0,0,2.97044504551512E-73,-14111.5000000003,0,-7055.75000000016,0,0
