,dim_1,dim_2,label:class
sample_162,1.9388450430015074,-4.005033993738678,2
sample_163,0.15934129009604264,4.933677078521635,9
sample_164,-0.6258443641450689,6.982710963051163,4
sample_165,1.8998401024206129,4.881201897601077,4
sample_166,-2.8474898075968067,-5.088222486544773,6
sample_167,0.02362828520358294,6.477969935623413,4
sample_168,-1.0492971036665304,6.177560998796594,9
sample_169,-2.7443520920711557,4.569856677879018,7
sample_170,0.09196575607520008,-6.346667645018652,0
sample_171,0.2999221829748056,4.894317672961635,9
sample_172,2.708865286550429,-4.687839597627324,2
sample_173,-1.0580921360760738,4.647305772190551,9
sample_174,3.1930178692858413,0.9005334060240725,5
sample_175,-5.600621796387688,0.7282404088362351,1
sample_176,2.992989794456652,0.7500769638026176,5
sample_177,0.010308303611650792,4.5804333295056185,9
sample_178,-5.553292029536434,-0.521912364710848,1
sample_179,1.1133950936596717,-6.950118218569974,2
sample_180,0.3370079572555634,-2.511586188762819,3
sample_181,-5.4040328443284045,0.48105940882509624,2
sample_182,-0.31943362480485055,-2.445993848177263,3
sample_183,1.7346503545216196,-1.633619313242821,5
sample_184,-0.8917845813812474,5.835178269637597,9
sample_185,-5.2680510261140805,2.436166717200479,1
sample_186,-2.0094914788923948,5.427275340775873,7
sample_187,-3.136348302950423,-6.3392985865194325,6
sample_188,2.683407226248529,-4.2089060681523796,2
sample_189,-0.039430629500572904,-0.42149003786309996,8
sample_190,3.0658033891923915,-4.851786961203534,2
sample_191,2.801508595320397,-4.358589363872136,2
sample_192,2.9865363037751065,0.8388341094665493,5
sample_193,-0.05248012494450428,-6.961598784354756,0
sample_194,-2.203911879693663,5.588888179167151,7
sample_195,1.3185743958704514,5.285879597933614,4
sample_196,-1.6134284944692086,6.295764345716281,9
sample_197,-0.45793835992400334,3.8381616873429802,7
sample_198,-1.639651541324472,-0.9235519390093272,8
sample_199,1.2314265615702242,-1.8148089016029845,3
sample_200,3.0233568588088446,-5.476975043757503,2
sample_201,-5.183186277732583,2.44496678900452,1
sample_202,-5.941739357351444,-1.8936059160232321,1
sample_203,-1.4126067414814858,-0.8793900227263021,8
sample_204,-0.16030351020512015,-2.558933414547949,3
sample_205,-3.3700800089038783,-5.235213569790189,6
sample_206,-6.152862312496929,-1.647073716431533,1
sample_207,-0.18964013377968067,-8.063895100620384,0
sample_208,-0.29185491373767686,-2.6184728929819054,3
sample_209,-5.535557497312589,0.40739805117104566,1
sample_210,-0.4760972256136516,-8.146428743803641,0
sample_211,-0.4709513864908651,-7.151540532233312,0
sample_212,-5.575101568546515,0.4041586961474754,1
sample_213,-5.00948412561282,2.080829276628268,7
sample_214,2.670346033177513,-5.483782842318204,2
sample_215,-0.8135285861058642,3.849555444109312,7
sample_216,0.46946433036183977,-3.0717336952254235,3
sample_217,-0.42385566924974183,-6.648018776776476,0
sample_218,0.5669500298705181,5.7781577514589335,4
sample_219,-3.132917135896376,-6.133144556866061,6
sample_220,2.369873136435449,-0.16301742583900247,5
sample_221,2.0635521779204957,-4.248431081782714,2
sample_222,-2.754705286355286,-6.137167064660198,6
sample_223,2.0825392868961994,4.824981453386646,4
sample_224,-2.149826249119046,5.423987596013223,7
sample_225,-0.8482042400821301,-0.23793205079536037,1
sample_226,-1.2873571979478706,-1.261944650211175,8
sample_227,0.42247076033416,4.373473862351452,9
sample_228,-0.9175418192335867,5.6809711045757725,9
sample_229,0.7770870506533842,-0.949004278499703,3
sample_230,-0.5083004291972496,-8.14679749631405,0
sample_231,-2.7223489066375084,5.5180306938737385,7
sample_232,-6.036422242092459,0.5305429058653861,1
sample_233,-0.3500559621482823,-6.270630686659862,0
sample_234,2.635357531921608,-5.780623584097208,2
sample_235,-0.09244398036861208,-6.935730215475481,0
sample_236,0.3846133356864624,-3.2002603885228864,3
sample_237,2.035963964233754,0.37148842131518023,5
sample_238,0.7559593790649243,5.920922312646776,4
sample_239,-2.9129989426379774,-5.977415710674781,6
sample_240,2.7134212678713516,0.3033915657100522,5
sample_241,-4.754806204093856,0.8507365438877685,8
sample_242,-2.6900818468686123,-6.606950895372836,6
sample_243,0.984051213855415,-2.9336478735923377,3
sample_244,-2.1277914764275896,4.979213325625222,7
sample_245,1.801546925667314,-1.2912867506119805,5
sample_246,-1.3632432868032947,-1.0057066106065147,8
sample_247,-0.3683006884855476,-8.164106013722982,0
sample_248,-0.9831828283892214,5.681799323663023,9
sample_249,-5.020096712926606,2.4810510706109046,1
sample_250,-0.44900311128193626,-8.267414189991463,0
sample_251,1.6166323689727218,-1.8131395104163155,3
sample_252,-5.413307133373719,0.2660950757727038,1
sample_253,2.8897354638423596,-4.122588447465788,2
sample_254,2.364025804667798,-6.115745499487601,2
sample_255,1.3542642913971175,-2.5673847545165107,3
sample_256,0.2657163567790528,-3.1769424520630074,3
sample_257,-2.797647852838213,-3.9378480785102026,6
sample_258,0.15961473625611625,6.637319950896064,4
sample_259,-2.6181635573127315,4.71445575135966,7
sample_260,2.7969461018629707,0.21834491402183953,5
sample_261,0.334539067070401,-8.327409774372468,0
sample_262,-2.7176434914347767,-5.351112987030962,6
sample_263,-2.127340025000379,-4.952903945819615,2
sample_264,-2.117926931498035,5.09635893232439,7
sample_265,1.5903458213681934,4.508930267755007,9
sample_266,-1.292827714041915,-0.827846437746487,8
sample_267,1.3858699681988085,-1.2428202254549467,5
sample_268,-0.8072574936410645,5.433504662514519,9
sample_269,-2.2864578059103557,4.291466763097212,2
sample_270,-6.142868506962406,-0.17057757569749812,1
sample_271,-6.2057212383057445,0.8094018762901484,1
sample_272,0.04868386133490289,6.339350597521175,4
sample_273,0.813225111238813,6.256756322346931,4
sample_274,2.7785402102642087,0.24758748208876977,5
sample_275,-2.69305021178479,-4.265789866088507,6
sample_276,0.5137897693732627,6.398332237955497,4
sample_277,-5.6260278727110595,0.5605974591136513,1
sample_278,2.414377117460031,-5.928775364274455,2
sample_279,0.9871514951125463,-2.8062290339116625,5
sample_280,0.034136009803789814,-2.601689234752021,3
sample_281,-0.8216986424289506,5.751190168556606,9
sample_282,0.5509955844577381,-3.186121622808894,3
sample_283,1.2306303341519111,4.312873805541885,9
sample_284,-0.4578464554864016,-8.061987482260758,0
sample_285,1.9208841971127808,-1.782860029564451,5
sample_286,-1.032743389133717,5.527582773747419,9
sample_287,-2.810252634035959,-5.423508110322859,6
sample_288,3.001175489602817,0.4488008425862419,5
sample_289,-1.7981504359291078,4.077999235573557,7
sample_290,0.16342020309773156,6.411653058094665,4
sample_291,-5.940685057204434,0.04703105808431778,1
sample_292,0.34125076751764877,-3.1196269143821747,3
sample_293,0.10867253802360606,5.3347259254571995,4
sample_294,-0.04249991901256528,-7.332962984892957,0
sample_295,2.212498900029328,4.827420775489689,4
sample_296,-1.517410982726625,-1.0273843060025463,8
sample_297,-0.2322345346835478,-7.103874237752262,0
sample_298,0.0943958770915803,6.633022126683776,4
sample_299,1.233477547715493,-1.827523373650627,3
sample_300,-2.939171496849712,-6.143445928454081,6
sample_301,-0.7414237538748316,-0.6090382202725667,8
sample_302,-2.228038201235105,5.319072744601137,7
sample_303,-2.678245460467573,-4.744928500771192,6
sample_304,0.4038705863866192,-7.090941007173709,0
sample_305,-0.405605564739406,4.284728792430157,9
sample_306,-2.638956697001693,5.627476436162009,7
sample_307,2.07510650953047,-2.1798071761348936,5
sample_308,-2.471253040717953,5.086718454912115,7
sample_309,2.552913013844034,-5.900202537486589,2
sample_310,-6.205985180932709,-0.70162799416965,1
sample_311,-5.4052446062733255,1.3328570826018706,1
sample_312,-2.7242702312783784,-5.736653390662416,6
sample_313,-0.10091459913187026,-0.5529869927071006,8
sample_314,-1.0048912663270284,5.7219363431016514,9
sample_315,1.554286490369671,5.5836198572417945,4
sample_316,-5.843791424055894,-1.033265101505232,1
sample_317,1.8361341929715955,-1.7415686067751721,5
sample_318,2.4431383143406857,-6.038465433027133,2
sample_319,3.017268266075939,-4.5627757778242986,2
sample_320,-1.374767510192599,6.455244120437402,9
sample_321,-0.28048671579951884,-6.549208191583509,0
sample_322,0.40353186192580787,-3.2650597491123063,3
sample_323,1.3804941949649816,4.691800185406665,9
sample_324,-2.7348676847175257,-6.338557749065517,6
sample_325,-1.8470958735946292,4.153843303836444,7
sample_326,2.4872220646268346,-5.9893127812827895,2
sample_327,-0.096409061057252,-6.944028337391942,0
sample_328,0.32170124209733536,-3.419888799875026,3
sample_329,1.8259220805762213,-0.24569512598225465,5
sample_330,0.32220074044742186,6.606295131416722,4
sample_331,1.2649077827156878,-2.6088739110344914,3
sample_332,-2.889988627409059,-5.321637449200151,6
sample_333,1.5847553410463162,-0.6768361611813397,5
sample_334,-0.03180736626666073,-1.1688384049322358,8
sample_335,1.088935857419551,4.842201327136279,9
sample_336,2.8286893030600293,0.3008375514256642,5
sample_337,0.2129162203856884,5.915819237922654,4
sample_338,-2.294319650096399,5.428256616991888,7
sample_339,0.7438909846890466,6.092135402776663,4
sample_340,2.542551291288412,-6.000562534908099,2
sample_341,0.17062683767833764,4.901230824338408,7
sample_342,0.40466940206410923,-3.1113671666250213,3
sample_343,-0.2966049783123396,5.313983248974166,4
sample_344,-1.5785370039280378,-1.0475931913442011,8
sample_345,0.7722575756759387,4.678245595279897,9
sample_346,-5.805075899892203,-1.155066633205183,1
sample_347,0.003277271303684204,-2.654277493575386,9
sample_348,2.4347486433200127,-6.102637595737293,2
sample_349,-0.4035143075202376,-0.8144031020578639,8
sample_350,-2.198051629291456,5.285922563958408,7
sample_351,0.4703170308318393,4.994425922700621,9
sample_352,-5.8110429618180905,-1.3711742569206855,1
sample_353,1.457691036190675,-1.5596120733514285,8
sample_354,-2.634125397220174,5.108902609032097,7
sample_355,0.04110170425600797,4.823907255014079,4
sample_356,-6.060622806800062,-1.5199203206940142,1
sample_357,0.37673152862137327,-2.050553898456889,3
sample_358,-5.6339352631107475,-0.8990511848894092,1
sample_359,-5.3036857453339,2.553884798964344,1
sample_360,0.16915520177974003,-7.450301517430682,0
sample_361,2.6535384634358263,-3.972584975282758,2
sample_362,0.013199510952946476,-2.8851262202559225,3
sample_363,-0.07174242808500378,5.164012966176612,9
sample_364,-0.24098353838239217,6.609120773444437,4
sample_365,-0.43902059439345015,5.594953665000393,9
sample_366,2.3851914829506775,-5.502492134429998,2
sample_367,-5.986707448168748,1.3687352150610252,1
sample_368,-2.7017510871409516,-5.870722956338515,6
sample_369,-1.1462712877115984,-1.1384148518876183,8
sample_370,0.3830653400983483,6.362564521404332,4
sample_371,-5.257697483709113,1.2177178527438322,7
sample_372,-1.7584791958354633,4.812279347401088,7
sample_373,0.5383224658955856,5.733746718245653,4
sample_374,0.07318250652383085,6.668409309151865,4
sample_375,0.576632452444878,4.621122388173412,9
sample_376,2.5788734364341943,-6.05755624549616,2
sample_377,0.5035309414939655,-0.5822969783455767,5
sample_378,-2.2804473749087233,5.438963366244479,7
sample_379,2.6341014211395843,-4.846148355820506,2
sample_380,-0.23911067203342623,6.835561985501431,4
sample_381,1.774581589172199,5.214453137353155,4
sample_382,2.622952209508731,-5.766384104104634,2
sample_383,-5.491345176177874,1.945657649298682,1
sample_384,-0.9258175240669975,6.14921564603608,9
sample_385,-0.8696566259823012,4.068733348903335,7
sample_386,2.619923433102111,-5.901033142570243,2
sample_387,1.736723283527653,-1.5933993798392097,8
sample_388,-2.663220991817183,5.374879188629083,7
sample_389,-3.2325149147063796,-4.616588463843139,6
sample_390,-1.0866656824864196,6.0352021668868865,9
sample_391,2.268927607128993,-4.116020506691584,2
sample_392,2.596771561151194,-6.101726772782612,2
sample_393,0.8813537374792482,-1.9823896903385236,3
sample_394,-1.7306064109977664,-0.7769325530983375,8
sample_395,-5.268697177323759,2.3547964222148097,1
sample_396,-2.670692475427279,-5.473752374296526,6
sample_397,1.8223019913390772,-0.33270153037668593,5
sample_398,-6.23205914314986,-1.5428017521239878,1
sample_399,-5.37701253884884,1.990355233812748,1
sample_400,0.6711223440534562,-7.233469082287297,0
sample_401,2.751815330078382,-4.559621732716769,2
sample_402,-3.104655209948715,-4.836217406527538,6
sample_403,0.6764384418940196,6.164790909128594,4
sample_404,2.7100977846798213,0.10930134887532432,5
sample_405,0.874800567678609,-1.9033323385837577,8
sample_406,0.464013132988164,-3.166409313044087,3
sample_407,-5.163361657558314,2.4813813209034503,1
sample_408,2.679511318110908,0.12219772044672615,5
sample_409,-5.717657254754285,1.032126809048811,1
sample_410,-1.3247317089112922,6.482602433377225,9
sample_411,2.747520080897696,-4.290332008825955,2
sample_412,-2.6798913935627455,5.568401711998822,7
sample_413,-0.8406288682169696,5.541708614155727,4
sample_414,-0.012457579932170611,6.765774652859218,4
sample_415,0.5980215133932146,4.9950459893340655,4
sample_416,-1.818259878065235,-0.6474558474773848,8
sample_417,-5.495983520590193,-0.4223815509390389,1
sample_418,3.1653687806935813,0.787375308641483,5
sample_419,3.14898173077014,0.8496221275481528,8
sample_420,-1.1722604178338556,6.137298865354109,9
sample_421,1.750152816939891,-0.335213966985322,5
sample_422,-2.797517390512491,-5.32306426888242,6
sample_423,-2.345231221766906,4.428701366993024,7
sample_424,-1.4149815036502196,6.3563349290807025,9
sample_425,1.0297767720979947,4.050327071211624,9
sample_426,0.039074482298282316,-3.0597043813971583,3
sample_427,-1.1201487128280965,4.489653433335627,7
sample_428,0.5395017865475921,-7.241096541729412,0
sample_429,0.717770048722355,4.447337377061121,9
sample_430,-0.3277616099679568,-8.092654273624776,0
sample_431,-3.042804753534325,-5.072254459732108,6
sample_432,-2.900773623690257,-5.594914918464835,6
sample_433,2.302494463981824,-5.419750955206175,2
sample_434,0.5269033485076569,-3.162005288390647,3
sample_435,1.5186171652625797,4.568295310307471,9
sample_436,-0.05862270709998127,-8.163814213188159,0
sample_437,-0.8856793386252629,4.786198968065249,7
sample_438,3.059647643936648,0.487686476761283,5
sample_439,1.1645926728528841,5.201739834035598,4
sample_440,-1.695562663425701,-0.983822340407759,8
sample_441,-0.5950637337376716,-8.029509263009377,0
sample_442,-1.2018333596554456,5.8682003040921575,9
sample_443,0.49329175893545685,5.880074953041231,4
sample_444,-6.133891910037352,-1.4586505718118465,1
sample_445,-4.924356210645426,2.5914181092415647,2
sample_446,-1.439479844982083,-0.9179195811498895,8
sample_447,-0.2555785922683821,4.1219013407747696,7
sample_448,-6.174338918270652,-1.5513452464543507,1
sample_449,2.769457774388019,-5.706545057531329,2
sample_450,-2.7461162100244945,-5.413144023633288,6
sample_451,-5.718110346150583,1.020754829315008,1
sample_452,-0.034701165111141026,-6.406765068417888,0
sample_453,1.5339090763844958,-2.7464162458376413,3
sample_454,0.8021478824780435,-7.721829867803482,0
sample_455,-5.394671773893238,1.509319732129917,1
sample_456,-5.901944492088168,-1.029948363230264,1
sample_457,-1.1540320164059015,-0.8018080052045824,8
sample_458,2.2720327367682494,-5.896343389358468,2
sample_459,-0.4366132851374426,-7.719957965226289,0
sample_460,0.16148987812123755,-1.5652737947694937,3
sample_461,0.9050726882612533,4.800891235314835,9
sample_462,0.5144932417118265,6.817257842504152,4
sample_463,0.1311229958355978,-8.256941585557037,0
sample_464,3.031189297184277,0.8117330297617745,5
sample_465,-0.5781559399774039,-8.132466183447791,0
sample_466,-2.3707665154812343,-5.245661857936838,6
sample_467,-5.86144257356065,-0.31320658968062676,1
sample_468,-2.675145349045749,5.595247220857012,7
sample_469,-0.03774951837728687,3.630997026974408,7
sample_470,-1.4487565094820356,-0.40404975302372015,8
sample_471,-5.383649416093552,2.3126117387685214,1
sample_472,-1.7291740325180527,6.434306536998251,9
sample_473,2.7414445242645717,-4.039251191566818,2
sample_474,1.0056437792666135,-7.446125524418527,0
sample_475,2.0618160859976844,-0.21126492535829583,5
sample_476,-6.267781119353039,-1.8986451966333742,1
sample_477,3.181414091155692,-5.343147592463801,2
sample_478,2.356954423048659,-5.757234345643002,2
sample_479,-2.077930421677967,3.9190328492566704,7
sample_480,0.49395797012253095,-2.3987101110271327,3
sample_481,1.4691309096008371,-0.15173801724206396,5
sample_482,-0.03783214961468146,7.228865057351491,4
sample_483,-0.2395982118555106,5.420868887769798,9
sample_484,-2.837523556048895,5.797761546140777,7
sample_485,-5.424884466769958,1.8041457127451141,1
sample_486,-1.7531266906531409,-0.4514733053514412,8
sample_487,1.2750448514414905,-1.8908113634623533,3
sample_488,-2.1220323319199665,6.529103012380408,9
sample_489,-2.8380070984497623,-6.850583137581788,6
sample_490,0.8641072190195941,-7.748741971606342,0
sample_491,1.3783468608830145,-2.5177872344670584,3
sample_492,-5.94510585358955,-2.541202679769625,1
sample_493,-5.815901529521206,-0.9929974219301312,1
sample_494,2.6023099504816947,-6.083154144197724,2
sample_495,-0.5670351194941298,-7.825326738964276,6
sample_496,1.26903361565528,-2.7347793232640525,3
sample_497,1.9660237675093206,-1.1368246745043513,5
sample_498,-2.928177453442527,5.899463253432023,7
sample_499,-3.296095374164243,-5.133188542844363,6
sample_500,-1.2107578338398763,-1.0674824247999435,8
sample_501,-1.374241215032318,3.7958802575521084,3
sample_502,-2.1614883360033423,6.553475809729198,9
sample_503,0.9592809057196281,-0.28597588272996205,5
sample_504,-1.8468948073171831,-0.8609754208511593,8
sample_505,1.6737061098098815,-2.2080030549808107,5
sample_506,-2.106904311012539,5.336301073605151,7
sample_507,-2.6574180790562814,-6.802483459180559,6
sample_508,-6.0986835498483245,-1.8624125113544174,1
sample_509,-5.9752415591924235,-2.0147862654561366,1
sample_510,-1.2718103224921367,-1.5092029480215117,3
sample_511,-6.118180718030065,-0.4355636150962421,1
sample_512,-2.9068214267913666,6.022864593814216,7
sample_513,1.687198520808643,0.22187397270231712,5
sample_514,2.930611884349075,0.7710968355853037,5
sample_515,0.8897396089847597,-2.6610102929338346,5
sample_516,2.5322601029029013,-6.108416864793337,2
sample_517,1.4590732752986781,-0.9769079953266349,5
sample_518,-0.9301286056641107,-0.7874223385066564,8
sample_519,-2.4462361634823764,4.73001695430652,7
sample_520,1.0880805383030785,-7.334267669327462,0
sample_521,0.5491184692092751,4.8291960475815,9
sample_522,-2.16596193500039,5.659760376732562,7
sample_523,-2.0132173387342123,4.4901216539779565,7
sample_524,3.1283858872301793,0.837691994537978,5
sample_525,-0.32313403384095746,-7.928978509119675,0
sample_526,-1.6061776218953192,6.663064210161618,9
sample_527,-0.5787855938183405,-8.243647430497017,0
sample_528,1.1141152710196938,-6.757847831141198,0
sample_529,1.0617954381772474,-1.15715472028133,8
sample_530,-1.9269176843042168,6.623587478954638,9
sample_531,2.5007582884133424,-4.837279160949612,2
sample_532,-0.2729607564404667,7.315559760955316,4
sample_533,0.39995565673174843,-0.6119341850475793,8
sample_534,-5.883287258703133,-2.5188868200197487,1
sample_535,-3.0300119514532247,-6.506207947236415,6
sample_536,-5.931615004827628,-2.4202965445739024,1
sample_537,-3.167523642425901,-5.963481518767347,6
sample_538,2.8579379645066845,0.47619875206437423,5
sample_539,-6.081626013572789,-0.5336020635079907,1
sample_540,-0.8529190126357223,-0.5706695354092082,8
sample_541,0.1485164365514637,-1.8220012626469901,3
sample_542,-0.05378281857162933,7.1034070398778715,4
sample_543,0.19787152963115967,-6.272138351557256,0
sample_544,2.530774734536785,0.45164031503220814,5
sample_545,1.1917350508654079,-2.763416628264406,5
sample_546,-1.2007065750545343,-0.8995849239150827,8
sample_547,1.263206924327385,-2.6054861283809627,3
sample_548,-2.812674446088386,-4.786916241545903,6
sample_549,2.273644470822067,-5.435465942007142,2
sample_550,0.07185915867044104,-3.136571939623846,3
sample_551,0.5673067026007632,4.865638577577082,9
sample_552,2.260724058659502,-6.052522044581666,2
sample_553,-5.360577588527105,0.8167124786322948,1
sample_554,-6.219031177704578,-1.6391746726846441,1
sample_555,1.801268376273334,-1.5535671177573964,5
